Segment;Reifegrad-Score;Lead Score alt;Prio alt;Firma;Branche;Produkte / Systeme;Zielmärkte;Website;Website-Status;Adresse;Telefon;Ansprechpartner;Position;E-Mail;Hauptgrund;Blocker / Risiko;Empfohlene Aktion;Gesprächseinstieg;Hohe Anforderung erkannt;Mittlere Anforderung erkannt;Wettbewerber/Eigenfertigung erkannt;Quellen;Original-Zeile
In 2 Jahren ansprechen;40;50;B;SOMA Sondermaschinen und Werkzeugbau Neuhaus-Niede...;Werkzeughersteller;Sondermaschinen, Maschinenbau;Bahn;https://www.soma.co.at/;erreichbar (200);Zeißendorf 6;nicht gefunden;nicht gefunden;nicht gefunden;office@soma.co.at;"Fit: Sondermaschinen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";hohe Lieferantenanforderung möglich: Bahn;Nach ISO 9001, stabiler QS-Struktur und ersten DACH-Referenzen ansprechen. Bis dahin nur beobachten.;Erst sinnvoll, wenn ein zertifiziertes Qualitätsmanagement und belastbare Referenzen vorhanden sind.;Bahn;;;https://www.soma.co.at/ | https://www.soma.co.at/unternehmen/uber-uns | https...;93
In 2 Jahren ansprechen;40;50;B;Unitek Maschinenbau und -handels GmbH;Maschinenbauunternehmen;Maschinenbau;Medizintechnik, Verpackung;http://www.unitek.at/;erreichbar (200);Josef-Österreicher-Gasse 35;+43 1 3325510;nicht gefunden;nicht gefunden;office@unitek-crossheads.com;"Fit: Sondermaschinen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";hohe Lieferantenanforderung möglich: Medizintechnik;Nach ISO 9001, stabiler QS-Struktur und ersten DACH-Referenzen ansprechen. Bis dahin nur beobachten.;Erst sinnvoll, wenn ein zertifiziertes Qualitätsmanagement und belastbare Referenzen vorhanden sind.;Medizintechnik;;;https://unitek-crossheads.com/de/ | https://unitek-crossheads.com/de/company/...;94
In 2 Jahren ansprechen;40;45;C;Urban Maschinenbau;Maschinenbau;Maschinenbau, Vorrichtungen;nicht gefunden;http://www.urban-metall.at/;erreichbar (200);Gewerbegebiet 1;nicht gefunden;nicht gefunden;nicht gefunden;nicht gefunden;"Fit: Sondermaschinen, Vorrichtungen, Maschinenbau; Fertigung/Produktion als Bedarfstreiber erkennbar";Kontaktweg schwach;Nach ISO 9001, stabiler QS-Struktur und ersten DACH-Referenzen ansprechen. Bis dahin nur beobachten.;Erst sinnvoll, wenn ein zertifiziertes Qualitätsmanagement und belastbare Referenzen vorhanden sind.;;;;https://www.urban-metall.com/de/;97
In 2 Jahren ansprechen;40;40;C;Behensky ebm Maschinenbau GmbH;Maschinenbau;Sondermaschinen, Maschinenbau, Anlagenbau;nicht gefunden;https://www.behensky.at/;erreichbar (200);Eichstraße 53;+43 662 643434;nicht gefunden;nicht gefunden;office@behensky.at;Fit: Sondermaschinen, Anlagenbau, Maschinenbau;kein harter ISO-Blocker aus den vorhandenen Daten erkennbar;Nach ISO 9001, stabiler QS-Struktur und ersten DACH-Referenzen ansprechen. Bis dahin nur beobachten.;Erst sinnvoll, wenn ein zertifiziertes Qualitätsmanagement und belastbare Referenzen vorhanden sind.;;;;https://www.behensky.at/ | https://www.behensky.at/kontakt | https://www.behe...;98
In 2 Jahren ansprechen;40;40;C;Falkner Maschinenbau GmbH;Maschinenbau;Maschinenbau, Anlagenbau;nicht gefunden;http://www.mb-falkner.at/;erreichbar (200);Lehne 23;+43 5417 52040;nicht gefunden;nicht gefunden;hoerburger@mb-falkner.at;Fit: Sondermaschinen, Anlagenbau, Maschinenbau;kein harter ISO-Blocker aus den vorhandenen Daten erkennbar;Nach ISO 9001, stabiler QS-Struktur und ersten DACH-Referenzen ansprechen. Bis dahin nur beobachten.;Erst sinnvoll, wenn ein zertifiziertes Qualitätsmanagement und belastbare Referenzen vorhanden sind.;;;;https://www.mb-falkner.at/;99
In 2 Jahren ansprechen;40;35;C;Maschinenbau Juen;Maschinenbauunternehmen;Maschinenbau;nicht gefunden;http://www.cncjuen.com/;erreichbar (200);Gewerbepark 7a;+43 699 12031650;nicht gefunden;nicht gefunden;nicht gefunden;"Fit: Sondermaschinen, Maschinenbau; Fertigung/Produktion als Bedarfstreiber erkennbar";kein harter ISO-Blocker aus den vorhandenen Daten erkennbar;Nach ISO 9001, stabiler QS-Struktur und ersten DACH-Referenzen ansprechen. Bis dahin nur beobachten.;Erst sinnvoll, wenn ein zertifiziertes Qualitätsmanagement und belastbare Referenzen vorhanden sind.;;;;https://www.cncjuen.com/;100
In 2 Jahren ansprechen;35;65;B;Wieser Automation - Maschinenbau;Maschinenbauunternehmen;Maschinenbau, Automatisierung, Fördertechnik;Automotive, Medizintechnik, Holzindustrie, Verpackung, Energie;http://www.wieser-automation.com/;erreichbar (200);Scheffau 342;nicht gefunden;nicht gefunden;nicht gefunden;nicht gefunden;"Fit: Sondermaschinen, Automatisierung, Fördertechnik, Maschinenbau; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Medizintechnik, Automotive; mittlere Lieferantenanforderung möglich: Energie; Kontaktweg schwach";Nach ISO 9001, stabiler QS-Struktur und ersten DACH-Referenzen ansprechen. Bis dahin nur beobachten.;Erst sinnvoll, wenn ein zertifiziertes Qualitätsmanagement und belastbare Referenzen vorhanden sind.;Medizintechnik, Automotive;Energie;;https://www.wieser-automation.com/en/ | https://www.wieser-automation.com/en/...;76
In 2 Jahren ansprechen;35;60;B;Kirchberger Maschinenbau;Maschinenbauunternehmen;Maschinenbau, Automatisierung;Automotive, Kunststoffindustrie;http://kirchberger-maschinenbau.at/;erreichbar (200);In Gumpolding 8;nicht gefunden;nicht gefunden;nicht gefunden;nicht gefunden;Fit: Sondermaschinen, Automatisierung, Maschinenbau;"hohe Lieferantenanforderung möglich: Automotive; Kontaktweg schwach";Nach ISO 9001, stabiler QS-Struktur und ersten DACH-Referenzen ansprechen. Bis dahin nur beobachten.;Erst sinnvoll, wenn ein zertifiziertes Qualitätsmanagement und belastbare Referenzen vorhanden sind.;Automotive;;;http://kirchberger-maschinenbau.at/ | http://kirchberger-maschinenbau.at/impr...;77
In 2 Jahren ansprechen;30;50;B;Mühlen- u Sondermaschinen Manfred Hohl;Maschinenbauunternehmen;Sondermaschinen, Maschinenbau;Lebensmittel, Bahn;http://www.muehlenbauhohl.at/;erreichbar (200);Triesterstraße 389;+43 316 292380;nicht gefunden;nicht gefunden;office@muehlenbauhohl.at;"Fit: Sondermaschinen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Bahn; mittlere Lieferantenanforderung möglich: Lebensmittel";Nach ISO 9001, stabiler QS-Struktur und ersten DACH-Referenzen ansprechen. Bis dahin nur beobachten.;Erst sinnvoll, wenn ein zertifiziertes Qualitätsmanagement und belastbare Referenzen vorhanden sind.;Bahn;Lebensmittel;;https://www.muehlenbauhohl.at/ | https://www.muehlenbauhohl.at/contact;90
In 2 Jahren ansprechen;30;50;B;Weingärtner Maschinenbau;Maschinenbauunternehmen;Maschinenbau, Automatisierung;Energie, Bahn;http://www.weingartner.com/;erreichbar (200);Kirchham 29;+43 7619 21030;nicht gefunden;nicht gefunden;nicht gefunden;"Fit: Sondermaschinen, Automatisierung, Maschinenbau; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Bahn; mittlere Lieferantenanforderung möglich: Energie";Nach ISO 9001, stabiler QS-Struktur und ersten DACH-Referenzen ansprechen. Bis dahin nur beobachten.;Erst sinnvoll, wenn ein zertifiziertes Qualitätsmanagement und belastbare Referenzen vorhanden sind.;Bahn;Energie;;https://www.weingartner.com/ | https://www.weingartner.com/complete-solution/...;95
In 2 Jahren ansprechen;20;30;C;MAS Maschinen- und Anlagenbau Schulz GmbH;Maschinenbauunternehmen;Anlagenbau;Lebensmittel, Verpackung, Energie;https://www.mas-austria.com/;erreichbar (200);Hobelweg 1;+43 7229 789990;Martin Schnabl;Geschäftsführung;service@mas-austria.com;Fit: Anlagenbau, Maschinenbau;mittlere Lieferantenanforderung möglich: Energie, Lebensmittel;Nach ISO 9001, stabiler QS-Struktur und ersten DACH-Referenzen ansprechen. Bis dahin nur beobachten.;Erst sinnvoll, wenn ein zertifiziertes Qualitätsmanagement und belastbare Referenzen vorhanden sind.;;Energie, Lebensmittel;;https://mas-tech.com/ | https://mas-tech.com/products-2/ | https://mas-tech.com/customer-service/ | https://mas-tech.com/mas-services-aftersales-support-2/ | https://mas-tech.com/contact/ | https://mas-tech.com/team-2/ | https://mas-tech.com/news/ | https://mas-tech.com/imprint/;101
Nicht passend / später prüfen;25;25;C;AMK Maschinenbau GmbH;Metallwerkstatt;Maschinenbau;nicht gefunden;https://www.amk-maschinenbau.com/;erreichbar (200);Bruckerberg 1B;+43 676 9617225;nicht gefunden;nicht gefunden;info@amk-maschinenbau.com;Fit: Sondermaschinen, Maschinenbau;kein harter ISO-Blocker aus den vorhandenen Daten erkennbar;Nicht in die aktive Akquise nehmen. Daten später reinigen oder nur passiv beobachten.;Kein aktiver Pitch empfohlen.;;;;https://amk-maschinenbau.com/;102
Nicht passend / später prüfen;15;25;C;SMB Maschinenbau GmbH;Maschinenbauunternehmen;Maschinenbau;nicht gefunden;http://smb-maschinenbau.at/;erreichbar (200);Hochreiterstraße 3;+43 3856 25632;nicht gefunden;nicht gefunden;office@smb-maschinenbau.at;Fit: Sondermaschinen, Maschinenbau;teilweise Wettbewerber/eigene Fertigung: Lohnfertigung;Nicht in die aktive Akquise nehmen. Daten später reinigen oder nur passiv beobachten.;Kein aktiver Pitch empfohlen.;;;Lohnfertigung;http://smb-maschinenbau.at/ | http://smb-maschinenbau.at/maschinenhandel | http://smb-maschinenbau.at/lohnfertigung | http://smb-maschinenbau.at/kontakt | http://smb-maschinenbau.at/ueber-uns | http://smb-maschinenbau.at/team | http://smb-maschinenbau.at/impressum;103
Nicht passend / später prüfen;0;15;D;ALTECH GmbH;Maschinenbauunternehmen;nicht gefunden;nicht gefunden;nicht gefunden;fehlt;Stattegger Str. 43;+43 316 6928780;nicht gefunden;nicht gefunden;nicht gefunden;Fit: Maschinenbau;Website fehlt oder nicht belastbar;Nicht in die aktive Akquise nehmen. Daten später reinigen oder nur passiv beobachten.;Kein aktiver Pitch empfohlen.;;;;nicht gefunden;104
Nicht passend / später prüfen;0;15;D;aro | maschinenbau gmbh;Maschinenbauunternehmen;nicht gefunden;nicht gefunden;nicht gefunden;fehlt;Staig 70;nicht gefunden;nicht gefunden;nicht gefunden;nicht gefunden;Fit: Maschinenbau;"Website fehlt oder nicht belastbar; Kontaktweg schwach";Nicht in die aktive Akquise nehmen. Daten später reinigen oder nur passiv beobachten.;Kein aktiver Pitch empfohlen.;;;;nicht gefunden;105
Nicht passend / später prüfen;0;15;D;GDS Maschinenbau;Maschinenbauunternehmen;nicht gefunden;nicht gefunden;http://www.gds-maschinenbau.at/;erreichbar (200);Ketzergasse 54;nicht gefunden;nicht gefunden;nicht gefunden;nicht gefunden;Fit: Maschinenbau;Kontaktweg schwach;Nicht in die aktive Akquise nehmen. Daten später reinigen oder nur passiv beobachten.;Kein aktiver Pitch empfohlen.;;;;http://www.gds-maschinenbau.at/;106
Nicht passend / später prüfen;0;15;D;Herburger Maschinenbau GmbH;Maschinenbauunternehmen;nicht gefunden;nicht gefunden;http://www.herburger-maschinenbau.at/;nicht erreichbar (500);Grafenweg 5a;+43 5574 73616;nicht gefunden;nicht gefunden;nicht gefunden;Fit: Maschinenbau;kein harter ISO-Blocker aus den vorhandenen Daten erkennbar;Nicht in die aktive Akquise nehmen. Daten später reinigen oder nur passiv beobachten.;Kein aktiver Pitch empfohlen.;;;;nicht gefunden;107
Nicht passend / später prüfen;0;15;D;JanoTech Maschinenbau- und Fertigungstechnik GmbH;Maschinenbauunternehmen;nicht gefunden;nicht gefunden;http://www.janotech.at/;erreichbar (200);Siebenhirtenstraße 7;+43 676 3357010;nicht gefunden;nicht gefunden;nicht gefunden;Fit: Maschinenbau;teilweise Wettbewerber/eigene Fertigung: Fertigungstechnik;Nicht in die aktive Akquise nehmen. Daten später reinigen oder nur passiv beobachten.;Kein aktiver Pitch empfohlen.;;;Fertigungstechnik;https://www.janotech.at/;108
Nicht passend / später prüfen;0;15;D;Jarolim Innovative Automation Sondermaschinen Förd...;Maschinenbauunternehmen;nicht gefunden;nicht gefunden;nicht gefunden;fehlt;Gewerbepark N 1;nicht gefunden;nicht gefunden;nicht gefunden;nicht gefunden;Fit: Sondermaschinen, Maschinenbau;"Website fehlt oder nicht belastbar; Kontaktweg schwach";Nicht in die aktive Akquise nehmen. Daten später reinigen oder nur passiv beobachten.;Kein aktiver Pitch empfohlen.;;;;nicht gefunden;109
Nicht passend / später prüfen;0;15;D;Maschinenbau Eberharter GmbH;Maschinenbauunternehmen;nicht gefunden;nicht gefunden;nicht gefunden;fehlt;Bradl 322;+43 664 5019216;nicht gefunden;nicht gefunden;nicht gefunden;Fit: Maschinenbau;Website fehlt oder nicht belastbar;Nicht in die aktive Akquise nehmen. Daten später reinigen oder nur passiv beobachten.;Kein aktiver Pitch empfohlen.;;;;nicht gefunden;110
Nicht passend / später prüfen;0;15;D;Maschinenbau Koller;Maschinenbauunternehmen;nicht gefunden;nicht gefunden;https://www.koller-engineering.at/;erreichbar (200);Außerweg 1/Top 14a;+43 680 2143266;nicht gefunden;nicht gefunden;nicht gefunden;Fit: Maschinenbau;kein harter ISO-Blocker aus den vorhandenen Daten erkennbar;Nicht in die aktive Akquise nehmen. Daten später reinigen oder nur passiv beobachten.;Kein aktiver Pitch empfohlen.;;;;https://www.handverk.at/;111
Nicht passend / später prüfen;0;15;D;Maschinenbau Langmaier GmbH;Maschinenbauunternehmen;nicht gefunden;nicht gefunden;nicht gefunden;fehlt;Kärntnerlandstraße 6;nicht gefunden;nicht gefunden;nicht gefunden;nicht gefunden;Fit: Maschinenbau;"Website fehlt oder nicht belastbar; Kontaktweg schwach";Nicht in die aktive Akquise nehmen. Daten später reinigen oder nur passiv beobachten.;Kein aktiver Pitch empfohlen.;;;;nicht gefunden;112
Nicht passend / später prüfen;0;15;D;Mechanical Maschinenbau GmbH | CNC Bearbeitung;Maschinenbauunternehmen;nicht gefunden;nicht gefunden;http://www.mechanical.gmbh/;nicht erreichbar (fetch failed);Franz-Schenner-Straße 28;+43 6132 941555;nicht gefunden;nicht gefunden;nicht gefunden;Fit: Maschinenbau;teilweise Wettbewerber/eigene Fertigung: CNC;Nicht in die aktive Akquise nehmen. Daten später reinigen oder nur passiv beobachten.;Kein aktiver Pitch empfohlen.;;;CNC;nicht gefunden;113
Nicht passend / später prüfen;0;15;D;P+F Maschinenbau GmbH;Maschinenbauunternehmen;nicht gefunden;nicht gefunden;nicht gefunden;fehlt;Wirtschaftspark 44;+43 3462 30802;nicht gefunden;nicht gefunden;nicht gefunden;Fit: Maschinenbau;Website fehlt oder nicht belastbar;Nicht in die aktive Akquise nehmen. Daten später reinigen oder nur passiv beobachten.;Kein aktiver Pitch empfohlen.;;;;nicht gefunden;114
Nicht passend / später prüfen;0;15;D;Rainer Maschinenbau;Maschinenbauunternehmen;nicht gefunden;nicht gefunden;http://www.rainer-maschinenbau.at/;erreichbar (200);Alois-Schader-Straße 3;+43 664 1556959;nicht gefunden;nicht gefunden;nicht gefunden;Fit: Maschinenbau;kein harter ISO-Blocker aus den vorhandenen Daten erkennbar;Nicht in die aktive Akquise nehmen. Daten später reinigen oder nur passiv beobachten.;Kein aktiver Pitch empfohlen.;;;;https://www.rainer-maschinenbau.at/;115
Nicht passend / später prüfen;0;15;D;Scheibner Maschinenbau GmbH;Maschinenbau;nicht gefunden;nicht gefunden;https://www.scheibner-maschinenbau.at/;nicht erreichbar (403);Schoberstraße 30;+43 6226 8676;nicht gefunden;nicht gefunden;nicht gefunden;Fit: Maschinenbau;kein harter ISO-Blocker aus den vorhandenen Daten erkennbar;Nicht in die aktive Akquise nehmen. Daten später reinigen oder nur passiv beobachten.;Kein aktiver Pitch empfohlen.;;;;nicht gefunden;116
Nicht passend / später prüfen;0;15;D;Spitzschuh Maschinenbau;Maschinenbauunternehmen;nicht gefunden;nicht gefunden;nicht gefunden;fehlt;Pühretstraße 15;+43 7613 53490;nicht gefunden;nicht gefunden;nicht gefunden;Fit: Maschinenbau;Website fehlt oder nicht belastbar;Nicht in die aktive Akquise nehmen. Daten später reinigen oder nur passiv beobachten.;Kein aktiver Pitch empfohlen.;;;;nicht gefunden;117
Nicht passend / später prüfen;0;15;D;Taibinger & Co Sondermaschinenbau GmbH;Maschinenbauunternehmen;nicht gefunden;nicht gefunden;http://www.taibingergmbh.at/;erreichbar (200);Alpinestraße 42;nicht gefunden;nicht gefunden;nicht gefunden;nicht gefunden;Fit: Sondermaschinen, Maschinenbau;Kontaktweg schwach;Nicht in die aktive Akquise nehmen. Daten später reinigen oder nur passiv beobachten.;Kein aktiver Pitch empfohlen.;;;;https://www.mpot.biz/;118
Nicht passend / später prüfen;0;15;D;WATZL Maschinenbau;Maschinenbauunternehmen;nicht gefunden;nicht gefunden;http://www.watzl.at/;nicht erreichbar (502);Laufnitzdorf 203;+43 3126 2343;nicht gefunden;nicht gefunden;nicht gefunden;Fit: Maschinenbau;kein harter ISO-Blocker aus den vorhandenen Daten erkennbar;Nicht in die aktive Akquise nehmen. Daten später reinigen oder nur passiv beobachten.;Kein aktiver Pitch empfohlen.;;;;nicht gefunden;119
Nicht passend / später prüfen;0;0;D;SMA-Sondermaschinen- und Anlagenbau;Ingenieur;nicht gefunden;nicht gefunden;nicht gefunden;fehlt;Lothringenstraße 1;+43 7227 63400;nicht gefunden;nicht gefunden;nicht gefunden;Fit: Sondermaschinen, Anlagenbau;Website fehlt oder nicht belastbar;Nicht in die aktive Akquise nehmen. Daten später reinigen oder nur passiv beobachten.;Kein aktiver Pitch empfohlen.;;;;nicht gefunden;120
